"","ID","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18"
"1",0,0,22,22,36,57,57,36,36,36,57,36,36,22,12,6,6,6,2,0
"2",1,0,22,36,36,36,36,22,22,36,22,12,12,6,6,6,2,2,2,0
"3",2,0,6,12,12,22,12,12,12,12,6,12,6,6,2,2,2,2,0,0
"4",3,0,12,12,22,22,22,22,22,22,22,12,12,6,6,6,2,0,0,0
"5",4,0,12,22,22,22,22,12,12,12,12,12,12,12,6,6,6,6,2,0
"6",5,0,36,36,57,36,57,57,36,36,36,22,22,12,12,12,12,6,2,0
"7",6,0,6,12,12,22,22,22,22,22,12,22,22,22,12,12,6,2,2,0
"8",7,0,12,22,36,36,36,36,22,22,22,22,12,12,12,6,6,2,0,0
"9",8,0,22,36,22,36,57,57,57,36,36,36,22,22,12,12,6,6,2,0
"10",9,0,12,22,22,22,36,36,36,36,22,22,22,36,22,22,12,6,2,0
"11",10,0,12,12,22,12,12,12,22,12,12,12,12,12,6,6,2,2,0,0
"12",11,0,12,12,22,22,36,36,36,22,12,12,6,6,6,6,2,2,0,0
"13",12,0,12,12,12,22,22,12,12,12,12,12,12,12,6,6,6,2,2,0
"14",13,0,22,36,36,57,57,36,57,36,36,22,22,12,12,6,6,6,2,0
"15",14,0,12,22,36,36,36,22,12,12,12,6,2,6,2,0,0,0,0,0
"16",15,0,12,22,36,36,57,57,57,36,22,22,22,12,6,6,6,6,2,0
"17",16,0,6,22,22,22,22,12,22,22,22,12,6,6,6,2,0,0,0,0
"18",17,0,12,22,57,86,86,57,36,36,57,36,36,22,12,6,6,6,2,0
"19",18,0,12,12,22,22,36,36,22,36,22,22,22,22,12,6,2,2,2,0
"20",19,0,6,12,12,12,12,22,12,6,6,6,6,2,2,2,2,2,0,0
"21",20,0,12,36,36,22,22,22,22,36,22,22,22,12,6,2,2,2,0,0
"22",21,0,12,12,12,22,12,12,22,12,6,6,6,6,6,6,2,2,2,0
"23",22,0,6,22,22,12,12,22,22,22,22,22,12,12,6,2,2,2,0,0
"24",23,0,6,22,36,36,36,36,36,36,22,22,12,12,12,12,6,6,2,0
"25",24,0,12,22,12,22,22,22,22,22,12,12,12,12,6,2,6,2,2,0
"26",25,0,22,22,36,22,36,22,22,12,12,12,12,12,6,6,6,6,2,0
"27",26,0,22,22,36,36,22,22,22,36,36,36,22,22,12,12,6,2,0,0
"28",27,0,12,22,12,22,22,12,22,22,22,22,12,12,12,6,6,2,2,0
"29",28,0,6,12,12,12,22,22,22,22,12,12,6,12,12,6,2,0,0,0
"30",29,0,12,22,57,36,36,36,36,36,36,36,22,22,12,12,6,2,2,0
"31",30,0,12,22,22,36,36,36,36,36,57,36,36,22,22,12,6,6,2,0
"32",31,0,6,22,22,22,22,36,22,22,12,12,12,12,6,6,2,0,0,0
"33",32,0,6,22,22,22,22,22,12,6,12,6,6,6,12,12,6,6,2,0
"34",33,0,22,57,36,36,36,36,36,36,22,36,22,36,22,12,6,6,2,0
"35",34,0,6,22,36,22,36,36,22,22,22,22,36,22,22,12,6,2,2,0
"36",35,0,12,36,36,36,36,36,36,22,12,12,22,22,12,12,6,6,2,0
"37",36,0,12,12,22,22,22,22,22,22,22,22,12,12,12,6,2,2,0,0
"38",37,0,12,36,36,22,22,22,22,22,12,12,6,6,6,6,2,2,0,0
"39",38,0,6,22,22,22,22,22,22,22,22,12,22,22,12,12,12,6,2,0
"40",39,0,12,12,22,22,22,22,22,22,12,12,12,12,12,6,6,6,2,0
"41",40,0,22,22,36,57,36,36,36,22,22,22,12,6,6,2,2,2,0,0
"42",41,0,22,36,36,36,57,36,36,57,36,22,22,22,22,12,12,6,2,0
"43",42,0,22,36,22,36,36,36,36,36,22,22,22,12,12,6,6,6,2,0
"44",43,0,12,22,22,22,36,22,36,22,36,22,22,12,6,6,6,2,2,0
"45",44,0,12,22,22,36,22,22,22,22,36,36,22,12,6,6,6,2,2,0
"46",45,0,12,22,12,12,12,12,12,12,12,12,12,12,6,6,2,2,0,0
"47",46,0,12,12,12,12,22,22,22,12,12,12,12,6,6,2,2,2,2,0
"48",47,0,6,12,22,36,36,36,36,36,22,12,12,12,6,6,2,0,0,0
"49",48,0,22,22,36,36,36,36,36,36,36,22,22,22,22,22,12,6,2,0
"50",49,0,6,12,22,22,22,22,22,12,12,6,6,6,6,2,2,2,0,0
"51",50,0,12,12,22,36,36,36,36,36,22,12,12,12,12,12,6,6,2,0
"52",51,0,6,6,22,22,12,12,12,12,12,12,12,6,6,2,2,0,0,0
"53",52,0,12,36,36,57,86,86,57,57,57,36,36,36,22,12,12,6,2,0
"54",53,0,12,36,36,36,36,22,12,22,22,22,22,22,22,12,6,2,2,0
"55",54,0,22,22,12,22,22,22,12,12,12,6,6,6,6,6,2,2,2,0
"56",55,0,22,36,36,36,36,36,22,22,12,12,22,22,12,12,6,2,2,0
"57",56,0,22,36,22,36,36,36,22,22,22,22,22,12,12,6,2,2,2,0
"58",57,0,6,22,22,22,22,22,22,36,36,36,36,22,22,22,12,6,2,0
"59",58,0,22,22,22,22,12,12,12,22,22,12,12,12,6,6,6,6,2,0
"60",59,0,6,6,22,22,36,36,22,12,12,12,6,6,6,6,6,6,2,0
"61",60,0,12,36,22,22,22,12,12,12,12,12,12,12,6,6,6,2,2,0
"62",61,0,6,22,36,36,36,36,22,12,12,12,12,6,2,2,0,0,0,0
"63",62,0,12,12,22,22,12,12,12,6,6,6,6,6,6,2,2,0,0,0
"64",63,0,12,22,22,22,22,22,22,22,22,12,6,6,6,6,2,2,2,0
"65",64,0,22,22,22,22,22,12,12,12,12,12,12,12,6,6,6,2,2,0
"66",65,0,6,22,22,36,22,36,36,36,36,36,22,12,6,6,2,2,0,0
"67",66,0,12,22,22,22,22,22,22,22,12,12,6,6,6,6,2,2,0,0
"68",67,0,22,22,36,36,36,57,36,36,36,22,12,12,6,6,6,2,2,0
"69",68,0,12,36,36,36,57,57,57,57,57,36,22,22,22,12,6,2,0,0
"70",69,0,12,22,57,36,36,57,57,36,22,22,12,12,12,6,2,2,2,0
"71",70,0,12,22,22,22,22,36,22,36,36,22,12,12,12,6,6,2,0,0
"72",71,0,12,22,22,22,12,12,22,22,22,22,22,12,12,12,6,6,2,0
"73",72,0,6,22,36,36,22,22,22,22,22,22,22,22,12,12,12,6,2,0
"74",73,0,22,36,57,86,86,57,36,36,36,36,22,22,12,12,12,6,2,0
"75",74,0,6,12,12,12,12,12,22,22,12,12,12,12,12,6,2,2,0,0
"76",75,0,12,12,22,22,36,22,12,22,12,12,6,6,6,6,6,2,2,0
"77",76,0,12,12,12,22,22,22,22,36,36,36,22,22,22,12,6,2,2,0
"78",77,0,6,22,22,36,36,36,36,22,12,12,12,6,6,6,6,6,2,0
"79",78,0,12,12,22,36,36,22,22,22,22,12,12,6,6,2,2,2,0,0
"80",79,0,12,22,22,22,12,12,22,12,12,12,12,12,12,6,2,2,0,0
"81",80,0,6,6,6,12,12,12,22,12,12,12,12,6,6,6,2,2,2,0
"82",81,0,12,22,36,36,57,36,36,36,36,36,22,22,12,6,6,6,2,0
"83",82,0,12,36,36,36,36,36,22,36,22,22,22,12,12,6,6,6,2,0
"84",83,0,12,22,22,22,36,22,36,22,22,22,22,22,12,12,12,6,2,0
"85",84,0,22,36,36,57,36,22,22,22,22,22,22,22,12,12,6,2,0,0
"86",85,0,12,12,22,22,22,22,22,22,22,12,12,6,6,6,6,2,2,0
"87",86,0,6,12,22,22,22,22,22,22,22,22,12,12,6,2,2,2,2,0
"88",87,0,6,12,12,22,22,22,12,12,6,6,6,2,2,2,2,2,2,0
"89",88,0,12,22,57,36,36,36,22,22,22,12,6,6,6,6,2,2,0,0
"90",89,0,6,22,22,36,36,22,36,36,22,22,22,22,12,6,6,6,2,0
"91",90,0,12,22,22,22,36,22,22,22,36,22,12,12,12,12,6,6,2,0
"92",91,0,6,12,22,22,12,22,12,12,12,12,22,12,12,6,2,2,0,0
"93",92,0,36,57,36,57,57,36,22,12,12,12,12,12,12,6,6,2,0,0
"94",93,0,12,22,12,12,22,22,12,12,12,6,12,12,6,2,2,2,0,0
"95",94,0,12,36,36,22,22,22,12,22,12,22,12,12,12,6,6,2,0,0
"96",95,0,12,12,22,22,36,22,22,22,22,22,22,12,6,6,6,6,2,0
"97",96,0,12,22,22,36,36,57,36,36,36,36,36,22,12,6,2,2,2,0
"98",97,0,22,57,57,57,57,36,36,36,36,36,36,22,12,12,6,6,2,0
"99",98,0,12,36,36,36,36,22,22,22,22,12,12,12,6,2,2,2,2,0
"100",99,0,12,22,36,36,36,36,36,36,22,36,36,36,22,22,12,6,2,0
"101",10000,0,12,36,36,22,36,36,36,22,12,12,6,6,2,2,2,0,2,0
"102",10001,0,12,12,12,12,22,12,22,22,12,6,6,6,2,2,2,2,2,0
"103",10002,0,12,36,36,36,36,36,36,22,36,22,22,22,12,6,2,2,0,0
"104",10003,0,22,36,36,36,36,36,22,22,22,12,12,6,6,6,6,6,2,0
"105",10004,0,12,22,22,36,36,36,36,22,22,22,12,6,2,2,2,0,0,0
"106",10005,0,6,22,22,36,22,12,12,12,12,22,12,12,6,6,6,6,2,0
"107",10006,0,12,22,22,22,22,12,12,12,12,12,6,6,6,2,2,2,0,0
"108",10007,0,22,22,22,36,57,57,36,57,36,22,22,22,22,12,12,6,2,0
"109",10008,0,22,36,36,36,36,57,36,36,36,36,22,12,6,2,2,0,0,0
"110",10009,0,12,36,36,36,22,22,22,22,22,22,12,12,6,6,6,2,0,0
"111",10010,0,12,22,36,36,36,22,36,36,22,12,12,6,6,6,6,2,0,0
"112",10011,0,12,22,22,22,12,12,12,12,6,6,6,2,2,2,2,0,0,0
"113",10012,0,12,22,36,36,36,22,36,36,22,22,22,22,12,6,2,2,2,0
"114",10013,0,12,22,22,22,22,12,22,12,22,22,12,6,6,6,6,2,0,0
"115",10014,0,12,22,22,22,36,36,22,12,12,12,12,6,6,6,6,2,2,0
"116",10015,0,12,6,12,12,12,22,22,22,22,22,22,12,6,6,6,2,0,0
"117",10016,0,6,12,12,22,36,22,36,22,22,22,12,12,12,6,12,6,2,0
"118",10017,0,12,22,36,36,36,22,12,6,6,6,6,2,2,2,2,2,0,0
"119",10018,0,36,36,36,36,57,36,36,36,36,36,22,12,12,6,2,2,0,0
"120",10019,0,22,36,86,57,57,36,36,22,22,22,12,12,12,12,6,2,2,0
"121",10020,0,12,22,36,36,36,36,22,22,22,12,22,12,6,6,2,2,0,0
"122",10021,0,22,22,22,22,22,22,22,22,12,12,12,12,6,6,2,2,0,0
"123",10022,0,12,12,22,22,12,12,22,22,22,22,22,12,6,6,2,2,2,0
"124",10023,0,22,22,22,12,22,22,22,22,36,36,22,12,6,6,6,2,0,0
"125",10024,0,12,12,12,12,12,22,22,12,12,12,6,6,6,6,6,2,2,0
"126",10025,0,12,22,36,36,36,22,22,22,22,22,12,12,6,6,6,2,0,0
"127",10026,0,6,12,22,22,12,22,12,12,12,6,6,6,6,2,2,2,0,0
"128",10027,0,22,22,36,22,36,57,57,57,57,57,36,22,36,22,12,6,2,0
"129",10028,0,22,22,57,36,57,36,36,36,36,36,22,12,12,6,6,6,2,0
"130",10029,0,12,22,36,36,36,36,36,22,22,22,22,12,12,12,6,2,2,0
"131",10030,0,22,36,57,57,57,86,57,36,22,22,22,22,22,12,12,6,2,0
"132",10031,0,36,57,57,36,36,36,22,22,22,22,22,12,12,12,6,6,2,0
"133",10032,0,12,12,12,12,22,22,22,22,22,36,22,12,12,12,6,6,2,0
"134",10033,0,22,22,12,22,36,22,12,12,12,12,12,12,6,6,6,2,2,0
"135",10034,0,22,36,36,36,36,57,36,36,36,22,22,12,12,6,6,2,0,0
"136",10035,0,12,36,22,36,36,36,57,36,36,36,36,22,12,6,6,2,2,0
"137",10036,0,12,12,12,22,22,22,22,22,22,12,12,12,6,6,2,0,0,0
"138",10037,0,12,22,36,57,57,57,57,57,36,22,12,12,6,6,2,2,0,0
"139",10038,0,6,12,22,22,22,22,36,36,36,22,12,12,6,6,6,6,2,0
"140",10039,0,12,22,36,57,57,36,57,57,36,36,22,12,6,6,2,2,2,0
"141",10040,0,6,12,22,22,22,22,22,12,22,22,12,12,12,6,6,2,0,0
"142",10041,0,12,12,12,22,22,12,12,12,12,12,12,6,6,6,2,2,2,0
"143",10042,0,6,12,22,22,22,22,22,22,12,12,12,12,6,6,6,2,2,0
"144",10043,0,12,36,36,36,57,36,36,22,22,22,12,6,6,6,6,2,2,0
"145",10044,0,6,22,22,22,22,22,12,12,12,6,6,6,6,6,6,2,0,0
"146",10045,0,12,22,22,36,22,36,36,36,36,36,22,22,12,12,12,6,2,0
"147",10046,0,12,12,22,22,36,22,22,22,22,22,36,22,12,6,2,2,2,0
"148",10047,0,6,12,36,36,36,36,22,12,22,22,22,12,12,12,6,6,2,0
"149",10048,0,6,12,12,22,22,22,22,22,22,22,12,6,6,2,2,2,2,0
"150",10049,0,6,12,12,12,22,22,22,22,22,22,22,22,22,12,12,6,2,0
"151",10050,0,12,22,36,36,36,57,36,36,22,22,22,12,12,6,6,2,2,0
"152",10051,0,12,22,36,36,36,36,22,22,12,12,12,12,6,6,2,0,0,0
"153",10052,0,12,22,12,22,22,22,22,22,22,22,12,12,6,2,2,2,2,0
"154",10053,0,6,12,12,12,6,12,6,6,6,6,6,2,2,2,2,0,0,0
"155",10054,0,6,12,22,22,22,12,12,12,12,12,12,12,12,6,6,2,2,0
"156",10055,0,12,22,36,36,57,57,57,57,36,36,22,12,6,6,6,2,2,0
"157",10056,0,12,36,36,36,57,36,36,36,22,22,22,22,22,12,6,6,2,0
"158",10057,0,6,6,22,12,12,6,12,6,6,12,12,6,6,6,2,0,0,0
"159",10058,0,12,12,22,22,22,12,22,22,22,22,22,22,22,12,6,2,2,0
"160",10059,0,12,22,22,22,22,22,22,12,12,12,12,12,12,6,6,2,2,0
"161",10060,0,22,22,22,22,22,22,22,12,6,6,6,2,2,2,2,0,0,0
"162",10061,0,22,12,22,22,36,36,36,36,36,22,22,22,22,12,6,6,2,0
"163",10062,0,12,22,22,36,22,22,12,12,12,12,6,12,6,2,2,2,0,0
"164",10063,0,12,12,12,6,12,12,12,12,12,22,12,6,6,2,2,2,0,0
"165",10064,0,22,36,36,22,22,22,22,22,22,22,12,12,12,12,12,6,2,0
"166",10065,0,12,12,22,22,22,36,36,36,36,36,36,22,12,6,2,2,2,0
"167",10066,0,6,12,12,12,12,22,12,6,12,6,6,6,6,2,2,2,2,0
"168",10067,0,12,22,22,22,36,36,36,22,22,22,12,22,22,12,6,2,2,0
"169",10068,0,22,36,36,36,22,36,36,36,22,22,12,12,12,12,6,6,2,0
"170",10069,0,12,22,22,22,22,22,22,12,12,12,6,2,2,2,0,0,0,0
"171",10070,0,6,22,22,22,36,57,57,36,36,36,22,22,12,12,6,6,2,0
"172",10071,0,12,12,22,12,22,22,12,12,12,12,12,12,6,2,2,2,0,0
"173",10072,0,12,22,22,12,22,22,22,12,12,12,12,6,6,6,2,2,0,0
"174",10073,0,36,57,57,36,36,36,36,36,36,22,22,12,6,6,2,2,0,0
"175",10074,0,12,22,22,22,36,22,22,22,22,12,6,6,2,2,2,0,0,0
"176",10075,0,6,22,36,36,22,22,22,22,22,22,12,12,6,6,2,0,0,0
"177",10076,0,6,22,36,22,36,22,22,12,12,12,12,6,12,6,2,0,0,0
"178",10077,0,6,12,12,22,22,22,22,12,12,12,12,12,12,6,2,6,2,0
"179",10078,0,12,22,22,12,12,12,12,6,6,6,2,2,2,2,2,2,0,0
"180",10079,0,22,36,36,57,57,57,36,36,22,22,22,22,12,12,6,2,2,0
"181",10080,0,12,36,36,57,57,36,36,36,36,22,22,12,12,6,2,2,2,0
"182",10081,0,22,36,36,36,36,36,36,36,22,22,12,22,22,12,6,6,2,0
"183",10082,0,22,22,22,22,22,22,36,36,22,22,22,12,12,12,6,2,0,0
"184",10083,0,12,22,36,22,22,22,22,12,12,12,6,6,6,2,2,2,0,0
"185",10084,0,12,22,36,36,36,36,22,22,12,12,12,6,6,2,2,0,0,0
"186",10085,0,12,22,22,22,22,36,22,22,22,12,12,12,12,6,6,6,2,0
"187",10086,0,12,22,22,22,22,36,57,36,22,22,22,22,22,12,12,6,2,0
"188",10087,0,12,12,22,12,12,12,12,6,6,2,2,2,2,2,2,2,0,0
"189",10088,0,12,12,22,22,22,22,22,22,22,22,22,22,12,12,6,2,0,0
"190",10089,0,12,22,36,57,86,57,57,57,57,57,57,36,36,22,12,6,2,0
"191",10090,0,12,12,22,36,22,12,22,22,12,12,6,6,2,2,0,0,0,0
"192",10091,0,12,22,22,36,36,36,36,36,36,22,22,12,12,6,6,6,2,0
"193",10092,0,12,12,22,22,12,12,12,12,12,6,6,6,6,6,2,2,2,0
"194",10093,0,12,6,12,12,12,22,22,12,12,6,6,6,6,2,2,2,0,0
"195",10094,0,6,6,12,12,12,12,12,12,6,6,6,6,6,6,2,2,2,0
"196",10095,0,12,12,36,36,22,22,22,22,12,12,6,12,6,2,2,2,2,0
"197",10096,0,12,36,36,22,36,36,22,22,22,22,22,12,12,12,6,6,2,0
"198",10097,0,6,12,22,36,22,22,22,12,12,12,12,12,6,6,6,2,2,0
"199",10098,0,22,22,22,22,36,22,22,12,12,12,6,6,2,2,0,0,0,0
"200",10099,0,22,36,36,36,22,22,12,22,22,12,6,2,2,2,2,0,0,0
"201",1e+05,0,12,22,22,36,36,36,22,12,12,12,12,6,12,6,6,2,0,0
"202",100001,0,22,36,57,57,36,36,57,57,57,57,36,36,22,12,12,6,2,0
"203",100002,0,22,36,36,22,22,22,22,22,22,12,12,12,12,6,6,2,0,0
"204",100003,0,12,12,22,22,36,22,22,36,36,22,12,12,6,6,2,2,0,0
"205",100004,0,6,22,22,36,22,22,12,22,22,22,12,12,6,6,2,6,2,0
"206",100005,0,12,12,22,22,36,36,22,22,22,22,12,12,12,12,12,6,2,0
"207",100006,0,12,22,22,22,22,22,36,22,22,22,12,12,12,6,2,0,0,0
"208",100007,0,12,22,36,36,22,36,36,36,36,22,12,12,12,6,6,2,2,0
"209",100008,0,36,57,86,86,57,36,36,36,22,12,12,12,12,6,2,2,2,0
"210",100009,0,6,12,12,22,12,22,22,22,22,22,12,12,6,6,2,2,2,0
"211",100010,0,12,22,36,36,22,22,22,22,22,12,12,6,6,2,2,0,0,0
"212",100011,0,12,12,22,22,22,36,22,22,22,22,22,22,12,6,6,2,2,0
"213",100012,0,12,12,12,12,12,12,12,12,12,22,22,22,12,6,2,2,2,0
"214",100013,0,6,12,22,22,22,22,22,22,22,12,12,6,6,2,2,2,0,0
"215",100014,0,6,12,22,22,22,36,36,22,12,12,12,6,6,2,2,2,2,0
"216",100015,0,6,12,22,22,12,12,22,36,22,22,12,6,6,2,2,2,0,0
"217",100016,0,12,22,36,36,36,36,36,36,36,22,22,22,12,6,6,6,2,0
"218",100017,0,12,12,12,6,12,12,22,22,12,22,12,12,6,6,2,0,0,0
"219",100018,0,12,12,12,22,12,12,12,22,12,12,12,6,6,6,2,2,0,0
"220",100019,0,22,57,86,57,57,57,36,22,12,12,12,6,6,6,2,2,2,0
"221",100020,0,12,12,12,12,22,22,22,12,22,22,22,12,12,12,6,2,2,0
"222",100021,0,12,36,36,57,36,36,36,36,36,36,22,22,12,12,12,6,2,0
"223",100022,0,12,22,22,22,36,36,36,36,22,22,12,12,6,6,2,0,0,0
"224",100023,0,22,36,57,36,22,36,36,22,22,22,12,12,12,6,6,6,2,0
"225",100024,0,12,22,36,57,36,36,22,22,22,12,6,2,0,0,0,0,0,0
"226",100025,0,12,36,36,22,22,22,22,12,22,22,12,12,12,6,2,2,0,0
"227",100026,0,12,12,12,22,22,22,22,22,22,12,12,6,6,6,6,2,0,0
"228",100027,0,22,22,57,57,57,36,36,57,36,22,12,12,6,6,6,2,2,0
"229",100028,0,12,22,22,36,36,57,57,57,57,57,36,22,12,6,6,2,2,0
"230",100029,0,6,12,12,22,22,22,22,22,22,22,22,12,12,12,12,6,2,0
"231",100030,0,6,12,22,22,22,36,36,36,22,12,6,12,6,12,6,2,2,0
"232",100031,0,12,12,6,12,22,22,22,22,22,22,12,12,12,12,12,6,2,0
"233",100032,0,12,36,36,36,36,36,22,22,12,6,6,6,2,2,2,0,0,0
"234",100033,0,6,6,6,12,22,22,22,22,22,12,12,12,12,6,2,2,0,0
"235",100034,0,12,22,22,22,36,36,36,22,22,22,22,12,12,6,6,2,2,0
"236",100035,0,12,12,12,12,12,12,12,12,12,6,6,2,2,2,2,0,0,0
"237",100036,0,22,22,36,57,36,36,36,36,22,22,22,22,22,12,12,6,2,0
"238",100037,0,12,36,57,36,36,22,22,22,22,22,22,22,12,12,6,6,2,0
"239",100038,0,12,22,22,57,36,36,36,22,22,12,6,6,6,2,2,2,2,0
"240",100039,0,12,12,12,22,22,36,36,36,22,22,12,12,12,6,6,2,0,0
"241",100040,0,22,22,36,36,36,36,36,36,36,36,22,12,12,6,6,6,2,0
"242",100041,0,12,22,22,12,12,12,12,6,12,12,12,12,6,2,2,2,2,0
"243",100042,0,12,22,12,12,12,12,12,12,12,12,22,12,6,6,2,6,2,0
"244",100043,0,22,12,22,22,22,22,22,12,12,12,6,6,12,6,6,6,2,0
"245",100044,0,6,12,12,12,22,22,22,22,22,12,22,12,12,12,6,2,0,0
"246",100045,0,22,22,36,36,36,36,22,22,22,22,12,6,2,2,2,2,0,0
"247",100046,0,22,22,36,36,36,36,57,36,22,12,12,12,12,12,6,6,2,0
"248",100047,0,12,22,22,36,22,22,22,22,36,22,22,12,12,12,6,6,2,0
"249",100048,0,12,12,36,86,57,57,57,57,57,57,36,36,22,12,6,6,2,0
"250",100049,0,12,22,22,22,12,12,12,12,12,12,12,6,2,2,2,2,2,0
"251",100050,0,6,12,12,22,22,22,22,12,12,12,12,6,6,6,2,2,2,0
"252",100051,0,12,22,36,36,36,36,36,22,22,22,12,12,6,6,6,6,2,0
"253",100052,0,12,22,22,22,22,12,12,12,12,12,12,12,6,6,6,6,2,0
"254",100053,0,6,22,57,57,36,36,36,22,12,12,12,12,12,12,6,6,2,0
"255",100054,0,12,22,36,36,36,36,57,36,36,22,22,12,12,6,6,2,2,0
"256",100055,0,6,12,22,12,22,22,22,22,22,12,12,12,6,6,6,2,0,0
"257",100056,0,22,57,36,36,22,22,22,12,12,12,12,6,6,6,2,2,2,0
"258",100057,0,12,22,22,22,36,36,36,36,36,22,22,22,12,6,6,2,0,0
"259",100058,0,22,36,36,36,22,22,22,22,12,12,12,12,6,6,2,0,0,0
"260",100059,0,12,12,12,22,22,22,22,22,22,22,22,12,12,12,12,6,2,0
"261",100060,0,6,6,12,12,12,6,12,6,12,12,12,6,6,6,6,2,2,0
"262",100061,0,12,22,22,36,36,36,22,22,22,12,12,6,2,2,2,0,0,0
"263",100062,0,22,22,22,36,36,22,36,22,12,12,12,12,12,6,6,2,2,0
"264",100063,0,22,22,22,22,36,36,36,36,22,22,12,12,12,12,6,2,0,0
"265",100064,0,22,36,36,36,36,22,36,22,22,12,6,6,6,2,2,2,0,0
"266",100065,0,12,22,36,22,22,22,22,22,22,12,12,6,6,6,2,2,0,0
"267",100066,0,12,22,36,22,22,22,22,22,12,22,22,22,22,12,6,6,2,0
"268",100067,0,12,22,22,22,22,36,57,36,36,36,22,22,12,12,12,6,2,0
"269",100068,0,22,22,12,22,36,22,36,36,36,36,22,22,12,12,6,2,0,0
"270",100069,0,22,12,22,36,22,36,22,22,22,22,12,12,12,6,6,6,2,0
"271",100070,0,6,22,22,36,22,22,22,36,22,22,12,12,12,6,6,2,0,0
"272",100071,0,6,12,22,22,36,36,22,12,12,12,12,12,6,2,2,0,0,0
"273",100072,0,22,22,22,36,36,57,36,22,22,12,12,12,12,6,6,6,2,0
"274",100073,0,12,22,12,12,12,12,12,6,6,12,6,6,2,2,2,0,0,0
"275",100074,0,12,12,22,36,36,36,22,36,36,22,22,12,6,2,0,0,0,0
"276",100075,0,12,22,12,12,22,22,22,22,22,22,22,12,12,6,6,2,0,0
"277",100076,0,22,22,36,36,36,36,36,36,22,22,12,6,6,6,6,2,2,0
"278",100077,0,6,22,22,22,36,22,22,12,12,12,12,12,12,6,2,6,2,0
"279",100078,0,22,22,36,36,36,36,36,36,36,36,22,12,22,12,12,6,2,0
"280",100079,0,12,22,22,12,12,12,12,12,12,6,6,2,2,2,2,2,0,0
"281",100080,0,12,12,12,22,22,36,22,22,22,12,6,6,6,2,0,0,0,0
"282",100081,0,6,22,36,36,36,57,57,57,57,57,57,36,36,22,12,6,2,0
"283",100082,0,22,36,36,57,57,36,22,22,22,12,12,6,6,6,6,2,2,0
"284",100083,0,12,12,22,36,36,36,36,22,12,12,12,12,6,2,2,0,0,0
"285",100084,0,6,12,12,22,12,12,12,12,6,6,6,6,6,2,2,0,0,0
"286",100085,0,12,12,12,12,12,22,22,22,12,12,12,12,6,2,2,2,0,0
"287",100086,0,6,12,12,22,12,22,22,22,22,12,12,12,12,6,6,2,0,0
"288",100087,0,12,12,22,22,22,12,12,12,12,12,12,12,12,12,6,2,2,0
"289",100088,0,22,36,36,36,57,57,57,57,57,36,36,36,22,12,6,2,0,0
"290",100089,0,6,12,22,12,22,22,22,22,22,22,12,6,6,2,2,2,0,0
"291",100090,0,22,36,22,36,36,36,36,36,36,36,36,22,12,6,6,2,2,0
"292",100091,0,12,22,22,36,22,22,22,22,22,22,22,12,6,2,2,2,2,0
"293",100092,0,6,12,22,22,22,12,22,22,22,22,22,12,6,6,2,2,0,0
"294",100093,0,6,12,6,6,6,12,6,12,12,6,6,6,2,2,2,2,2,0
"295",100094,0,22,36,36,22,22,22,22,22,22,12,12,12,12,12,6,2,0,0
"296",100095,0,12,22,22,22,22,22,22,22,22,22,12,6,12,6,6,2,2,0
"297",100096,0,12,12,22,22,36,36,22,22,22,12,6,6,6,6,6,2,2,0
"298",100097,0,12,12,12,12,12,12,12,12,12,12,12,6,6,6,6,2,0,0
"299",100098,0,12,36,36,57,57,57,36,22,22,12,6,6,6,6,6,2,2,0
"300",100099,0,22,57,57,57,86,57,57,36,36,22,22,12,12,12,6,2,2,0
"301",110000,0,12,36,36,36,22,22,36,36,36,36,22,12,6,6,6,2,2,0
"302",110001,0,12,22,36,36,36,36,36,36,36,36,22,22,12,6,2,2,2,0
"303",110002,0,12,12,22,12,22,12,12,12,6,6,6,6,6,6,2,2,0,0
"304",110003,0,12,22,22,36,36,22,22,22,22,12,12,6,6,2,6,2,0,0
"305",110004,0,6,12,12,22,36,36,36,22,22,22,12,12,6,2,2,0,2,0
"306",110005,0,12,12,22,22,36,36,36,36,22,22,12,12,12,12,12,6,2,0
"307",110006,0,12,22,36,57,36,36,36,36,22,12,12,12,6,6,6,6,2,0
"308",110007,0,6,6,12,22,22,22,22,36,36,36,22,22,12,6,6,6,2,0
"309",110008,0,6,22,22,36,22,22,22,22,12,22,12,12,12,6,6,2,2,0
"310",110009,0,6,22,36,22,36,36,36,36,22,22,12,6,2,6,2,2,2,0
"311",110010,0,6,12,12,12,22,22,22,22,22,22,22,22,12,6,6,6,2,0
"312",110011,0,6,12,22,36,36,36,22,22,22,22,22,12,6,2,2,0,0,0
"313",110012,0,22,22,36,36,36,36,36,36,22,22,12,6,6,6,2,2,0,0
"314",110013,0,12,22,36,36,86,86,57,57,57,36,36,36,36,22,12,6,2,0
"315",110014,0,6,12,22,22,36,22,12,6,6,6,6,6,6,6,6,2,0,0
"316",110015,0,12,36,86,57,57,57,36,36,36,36,22,12,6,6,6,2,2,0
"317",110016,0,12,22,22,36,36,36,36,57,36,22,22,12,6,6,6,6,2,0
"318",110017,0,12,22,36,36,36,36,22,36,22,22,12,12,12,6,2,2,2,0
