"ID","Pattern","Parent.size","Offspring.number","Largest.offspring","Smallest.offspring","Combined.size","Is.Approved","Observations"
1175,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,12,3,1,17,0,0
1176,"[3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,13,3,1,17,0,0
1177,"[3, 2, 2, 2, 2, 2, 2, 2]",18,8,3,2,17,1,4
1178,"[3, 2, 2, 2, 2, 2, 2, 1, 1]",18,9,3,1,17,0,0
1179,"[3, 2, 2, 2, 2, 2, 1, 1, 1, 1]",18,10,3,1,17,0,0
1180,"[3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]",18,11,3,1,17,0,0
1181,"[3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",18,12,3,1,17,0,0
1182,"[3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,13,3,1,17,0,0
1183,"[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,14,3,1,17,0,0
1184,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,15,3,1,17,0,0
1185,"[2, 2, 2, 2, 2, 2, 2, 2, 1]",18,9,2,1,17,1,6
1186,"[2, 2, 2, 2, 2, 2, 2, 1, 1, 1]",18,10,2,1,17,0,0
1187,"[2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1]",18,11,2,1,17,0,0
1188,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]",18,12,2,1,17,0,0
1189,"[2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,13,2,1,17,0,0
1190,"[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,14,2,1,17,0,0
1191,"[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,15,2,1,17,0,0
1192,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,16,2,1,17,0,0
1193,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,17,1,1,17,1,18
1194,"[17, 1]",19,2,17,1,18,1,29
1195,"[16, 2]",19,2,16,2,18,1,223
1196,"[16, 1, 1]",19,3,16,1,18,1,190
1197,"[15, 3]",19,2,15,3,18,1,830
1198,"[15, 2, 1]",19,3,15,1,18,1,41
1199,"[15, 1, 1, 1]",19,4,15,1,18,1,154
1200,"[14, 4]",19,2,14,4,18,1,1244
1201,"[14, 3, 1]",19,3,14,1,18,1,46
1202,"[14, 2, 2]",19,3,14,2,18,1,193
1203,"[14, 2, 1, 1]",19,4,14,1,18,0,0
1204,"[14, 1, 1, 1, 1]",19,5,14,1,18,1,92
1205,"[13, 5]",19,2,13,5,18,1,1674
1206,"[13, 4, 1]",19,3,13,1,18,1,35
1207,"[13, 3, 2]",19,3,13,2,18,1,27
1208,"[13, 3, 1, 1]",19,4,13,1,18,1,10
1209,"[13, 2, 2, 1]",19,4,13,1,18,1,10
1210,"[13, 2, 1, 1, 1]",19,5,13,1,18,0,0
1211,"[13, 1, 1, 1, 1, 1]",19,6,13,1,18,1,40
1212,"[12, 6]",19,2,12,6,18,1,2123
1213,"[12, 5, 1]",19,3,12,1,18,1,32
1214,"[12, 4, 2]",19,3,12,2,18,1,11
1215,"[12, 4, 1, 1]",19,4,12,1,18,1,5
1216,"[12, 3, 3]",19,3,12,3,18,1,177
1217,"[12, 3, 2, 1]",19,4,12,1,18,0,0
1218,"[12, 3, 1, 1, 1]",19,5,12,1,18,0,0
1219,"[12, 2, 2, 2]",19,4,12,2,18,1,45
1220,"[12, 2, 2, 1, 1]",19,5,12,1,18,0,0
1221,"[12, 2, 1, 1, 1, 1]",19,6,12,1,18,0,0
1222,"[12, 1, 1, 1, 1, 1, 1]",19,7,12,1,18,1,31
1223,"[11, 7]",19,2,11,7,18,1,2454
1224,"[11, 6, 1]",19,3,11,1,18,1,21
1225,"[11, 5, 2]",19,3,11,2,18,1,19
1226,"[11, 5, 1, 1]",19,4,11,1,18,1,8
1227,"[11, 4, 3]",19,3,11,3,18,1,16
1228,"[11, 4, 2, 1]",19,4,11,1,18,1,0
1229,"[11, 4, 1, 1, 1]",19,5,11,1,18,1,1
1230,"[11, 3, 3, 1]",19,4,11,1,18,1,4
1231,"[11, 3, 2, 2]",19,4,11,2,18,1,2
1232,"[11, 3, 2, 1, 1]",19,5,11,1,18,0,0
1233,"[11, 3, 1, 1, 1, 1]",19,6,11,1,18,0,0
1234,"[11, 2, 2, 2, 1]",19,5,11,1,18,1,1
1235,"[11, 2, 2, 1, 1, 1]",19,6,11,1,18,0,0
1236,"[11, 2, 1, 1, 1, 1, 1]",19,7,11,1,18,0,0
1237,"[11, 1, 1, 1, 1, 1, 1, 1]",19,8,11,1,18,1,12
1238,"[10, 8]",19,2,10,8,18,1,2589
1239,"[10, 7, 1]",19,3,10,1,18,1,18
1240,"[10, 6, 2]",19,3,10,2,18,1,3
1241,"[10, 6, 1, 1]",19,4,10,1,18,1,4
1242,"[10, 5, 3]",19,3,10,3,18,1,8
1243,"[10, 5, 2, 1]",19,4,10,1,18,1,0
1244,"[10, 5, 1, 1, 1]",19,5,10,1,18,1,0
1245,"[10, 4, 4]",19,3,10,4,18,1,94
1246,"[10, 4, 3, 1]",19,4,10,1,18,0,0
1247,"[10, 4, 2, 2]",19,4,10,2,18,0,0
1248,"[10, 4, 2, 1, 1]",19,5,10,1,18,0,0
1249,"[10, 4, 1, 1, 1, 1]",19,6,10,1,18,0,0
1250,"[10, 3, 3, 2]",19,4,10,2,18,1,0
1251,"[10, 3, 3, 1, 1]",19,5,10,1,18,1,0
1252,"[10, 3, 2, 2, 1]",19,5,10,1,18,0,0
1253,"[10, 3, 2, 1, 1, 1]",19,6,10,1,18,0,0
1254,"[10, 3, 1, 1, 1, 1, 1]",19,7,10,1,18,0,0
1255,"[10, 2, 2, 2, 2]",19,5,10,2,18,1,12
1256,"[10, 2, 2, 2, 1, 1]",19,6,10,1,18,0,0
1257,"[10, 2, 2, 1, 1, 1, 1]",19,7,10,1,18,0,0
1258,"[10, 2, 1, 1, 1, 1, 1, 1]",19,8,10,1,18,0,0
1259,"[10, 1, 1, 1, 1, 1, 1, 1, 1]",19,9,10,1,18,1,4
1260,"[9, 9]",19,2,9,9,18,1,14678
1261,"[9, 8, 1]",19,3,9,1,18,0,0
1262,"[9, 7, 2]",19,3,9,2,18,0,0
1263,"[9, 7, 1, 1]",19,4,9,1,18,0,0
1264,"[9, 6, 3]",19,3,9,3,18,0,0
1265,"[9, 6, 2, 1]",19,4,9,1,18,0,0
1266,"[9, 6, 1, 1, 1]",19,5,9,1,18,0,0
1267,"[9, 5, 4]",19,3,9,4,18,0,0
1268,"[9, 5, 3, 1]",19,4,9,1,18,0,0
1269,"[9, 5, 2, 2]",19,4,9,2,18,0,0
1270,"[9, 5, 2, 1, 1]",19,5,9,1,18,0,0
1271,"[9, 5, 1, 1, 1, 1]",19,6,9,1,18,0,0
1272,"[9, 4, 4, 1]",19,4,9,1,18,0,0
1273,"[9, 4, 3, 2]",19,4,9,2,18,0,0
1274,"[9, 4, 3, 1, 1]",19,5,9,1,18,0,0
1275,"[9, 4, 2, 2, 1]",19,5,9,1,18,0,0
1276,"[9, 4, 2, 1, 1, 1]",19,6,9,1,18,0,0
1277,"[9, 4, 1, 1, 1, 1, 1]",19,7,9,1,18,0,0
1278,"[9, 3, 3, 3]",19,4,9,3,18,0,0
1279,"[9, 3, 3, 2, 1]",19,5,9,1,18,0,0
1280,"[9, 3, 3, 1, 1, 1]",19,6,9,1,18,0,0
1281,"[9, 3, 2, 2, 2]",19,5,9,2,18,0,0
1282,"[9, 3, 2, 2, 1, 1]",19,6,9,1,18,0,0
1283,"[9, 3, 2, 1, 1, 1, 1]",19,7,9,1,18,0,0
1284,"[9, 3, 1, 1, 1, 1, 1, 1]",19,8,9,1,18,0,0
1285,"[9, 2, 2, 2, 2, 1]",19,6,9,1,18,0,0
1286,"[9, 2, 2, 2, 1, 1, 1]",19,7,9,1,18,0,0
1287,"[9, 2, 2, 1, 1, 1, 1, 1]",19,8,9,1,18,0,0
1288,"[9, 2, 1, 1, 1, 1, 1, 1, 1]",19,9,9,1,18,0,0
1289,"[9, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,10,9,1,18,0,0
1290,"[8, 8, 2]",19,3,8,2,18,1,75
1291,"[8, 8, 1, 1]",19,4,8,1,18,1,56
1292,"[8, 7, 3]",19,3,8,3,18,1,8
1293,"[8, 7, 2, 1]",19,4,8,1,18,0,0
1294,"[8, 7, 1, 1, 1]",19,5,8,1,18,0,0
1295,"[8, 6, 4]",19,3,8,4,18,1,2
1296,"[8, 6, 3, 1]",19,4,8,1,18,0,0
1297,"[8, 6, 2, 2]",19,4,8,2,18,0,0
1298,"[8, 6, 2, 1, 1]",19,5,8,1,18,0,0
1299,"[8, 6, 1, 1, 1, 1]",19,6,8,1,18,0,0
1300,"[8, 5, 5]",19,3,8,5,18,1,104
1301,"[8, 5, 4, 1]",19,4,8,1,18,0,0
1302,"[8, 5, 3, 2]",19,4,8,2,18,0,0
1303,"[8, 5, 3, 1, 1]",19,5,8,1,18,0,0
1304,"[8, 5, 2, 2, 1]",19,5,8,1,18,0,0
1305,"[8, 5, 2, 1, 1, 1]",19,6,8,1,18,0,0
1306,"[8, 5, 1, 1, 1, 1, 1]",19,7,8,1,18,0,0
1307,"[8, 4, 4, 2]",19,4,8,2,18,0,0
1308,"[8, 4, 4, 1, 1]",19,5,8,1,18,0,0
1309,"[8, 4, 3, 3]",19,4,8,3,18,1,0
1310,"[8, 4, 3, 2, 1]",19,5,8,1,18,0,0
1311,"[8, 4, 3, 1, 1, 1]",19,6,8,1,18,0,0
1312,"[8, 4, 2, 2, 2]",19,5,8,2,18,0,0
1313,"[8, 4, 2, 2, 1, 1]",19,6,8,1,18,0,0
1314,"[8, 4, 2, 1, 1, 1, 1]",19,7,8,1,18,0,0
1315,"[8, 4, 1, 1, 1, 1, 1, 1]",19,8,8,1,18,0,0
1316,"[8, 3, 3, 3, 1]",19,5,8,1,18,0,0
1317,"[8, 3, 3, 2, 2]",19,5,8,2,18,0,0
1318,"[8, 3, 3, 2, 1, 1]",19,6,8,1,18,0,0
1319,"[8, 3, 3, 1, 1, 1, 1]",19,7,8,1,18,0,0
1320,"[8, 3, 2, 2, 2, 1]",19,6,8,1,18,0,0
1321,"[8, 3, 2, 2, 1, 1, 1]",19,7,8,1,18,0,0
1322,"[8, 3, 2, 1, 1, 1, 1, 1]",19,8,8,1,18,0,0
1323,"[8, 3, 1, 1, 1, 1, 1, 1, 1]",19,9,8,1,18,0,0
1324,"[8, 2, 2, 2, 2, 2]",19,6,8,2,18,0,0
1325,"[8, 2, 2, 2, 2, 1, 1]",19,7,8,1,18,0,0
1326,"[8, 2, 2, 2, 1, 1, 1, 1]",19,8,8,1,18,0,0
1327,"[8, 2, 2, 1, 1, 1, 1, 1, 1]",19,9,8,1,18,0,0
1328,"[8, 2, 1, 1, 1, 1, 1, 1, 1, 1]",19,10,8,1,18,0,0
1329,"[8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,11,8,1,18,0,0
1330,"[7, 7, 4]",19,3,7,4,18,1,74
1331,"[7, 7, 3, 1]",19,4,7,1,18,1,6
1332,"[7, 7, 2, 2]",19,4,7,2,18,1,15
1333,"[7, 7, 2, 1, 1]",19,5,7,1,18,0,0
1334,"[7, 7, 1, 1, 1, 1]",19,6,7,1,18,1,6
1335,"[7, 6, 5]",19,3,7,5,18,1,16
1336,"[7, 6, 4, 1]",19,4,7,1,18,0,0
1337,"[7, 6, 3, 2]",19,4,7,2,18,0,0
1338,"[7, 6, 3, 1, 1]",19,5,7,1,18,0,0
1339,"[7, 6, 2, 2, 1]",19,5,7,1,18,0,0
1340,"[7, 6, 2, 1, 1, 1]",19,6,7,1,18,0,0
1341,"[7, 6, 1, 1, 1, 1, 1]",19,7,7,1,18,0,0
1342,"[7, 5, 5, 1]",19,4,7,1,18,1,2
1343,"[7, 5, 4, 2]",19,4,7,2,18,0,0
1344,"[7, 5, 4, 1, 1]",19,5,7,1,18,0,0
1345,"[7, 5, 3, 3]",19,4,7,3,18,1,0
1346,"[7, 5, 3, 2, 1]",19,5,7,1,18,0,0
1347,"[7, 5, 3, 1, 1, 1]",19,6,7,1,18,0,0
1348,"[7, 5, 2, 2, 2]",19,5,7,2,18,0,0
1349,"[7, 5, 2, 2, 1, 1]",19,6,7,1,18,0,0
1350,"[7, 5, 2, 1, 1, 1, 1]",19,7,7,1,18,0,0
1351,"[7, 5, 1, 1, 1, 1, 1, 1]",19,8,7,1,18,0,0
1352,"[7, 4, 4, 3]",19,4,7,3,18,0,0
1353,"[7, 4, 4, 2, 1]",19,5,7,1,18,0,0
1354,"[7, 4, 4, 1, 1, 1]",19,6,7,1,18,0,0
1355,"[7, 4, 3, 3, 1]",19,5,7,1,18,0,0
1356,"[7, 4, 3, 2, 2]",19,5,7,2,18,0,0
1357,"[7, 4, 3, 2, 1, 1]",19,6,7,1,18,0,0
1358,"[7, 4, 3, 1, 1, 1, 1]",19,7,7,1,18,0,0
1359,"[7, 4, 2, 2, 2, 1]",19,6,7,1,18,0,0
1360,"[7, 4, 2, 2, 1, 1, 1]",19,7,7,1,18,0,0
1361,"[7, 4, 2, 1, 1, 1, 1, 1]",19,8,7,1,18,0,0
1362,"[7, 4, 1, 1, 1, 1, 1, 1, 1]",19,9,7,1,18,0,0
1363,"[7, 3, 3, 3, 2]",19,5,7,2,18,0,0
1364,"[7, 3, 3, 3, 1, 1]",19,6,7,1,18,0,0
1365,"[7, 3, 3, 2, 2, 1]",19,6,7,1,18,0,0
1366,"[7, 3, 3, 2, 1, 1, 1]",19,7,7,1,18,0,0
1367,"[7, 3, 3, 1, 1, 1, 1, 1]",19,8,7,1,18,0,0
1368,"[7, 3, 2, 2, 2, 2]",19,6,7,2,18,0,0
1369,"[7, 3, 2, 2, 2, 1, 1]",19,7,7,1,18,0,0
1370,"[7, 3, 2, 2, 1, 1, 1, 1]",19,8,7,1,18,0,0
1371,"[7, 3, 2, 1, 1, 1, 1, 1, 1]",19,9,7,1,18,0,0
1372,"[7, 3, 1, 1, 1, 1, 1, 1, 1, 1]",19,10,7,1,18,0,0
1373,"[7, 2, 2, 2, 2, 2, 1]",19,7,7,1,18,0,0
1374,"[7, 2, 2, 2, 2, 1, 1, 1]",19,8,7,1,18,0,0
1375,"[7, 2, 2, 2, 1, 1, 1, 1, 1]",19,9,7,1,18,0,0
1376,"[7, 2, 2, 1, 1, 1, 1, 1, 1, 1]",19,10,7,1,18,0,0
1377,"[7, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,11,7,1,18,0,0
1378,"[7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,12,7,1,18,0,0
1379,"[6, 6, 6]",19,3,6,6,18,1,1744
1380,"[6, 6, 5, 1]",19,4,6,1,18,0,0
1381,"[6, 6, 4, 2]",19,4,6,2,18,0,0
1382,"[6, 6, 4, 1, 1]",19,5,6,1,18,0,0
1383,"[6, 6, 3, 3]",19,4,6,3,18,0,0
1384,"[6, 6, 3, 2, 1]",19,5,6,1,18,0,0
1385,"[6, 6, 3, 1, 1, 1]",19,6,6,1,18,0,0
1386,"[6, 6, 2, 2, 2]",19,5,6,2,18,0,0
1387,"[6, 6, 2, 2, 1, 1]",19,6,6,1,18,0,0
1388,"[6, 6, 2, 1, 1, 1, 1]",19,7,6,1,18,0,0
1389,"[6, 6, 1, 1, 1, 1, 1, 1]",19,8,6,1,18,0,0
1390,"[6, 5, 5, 2]",19,4,6,2,18,1,0
1391,"[6, 5, 5, 1, 1]",19,5,6,1,18,0,0
1392,"[6, 5, 4, 3]",19,4,6,3,18,0,0
1393,"[6, 5, 4, 2, 1]",19,5,6,1,18,0,0
1394,"[6, 5, 4, 1, 1, 1]",19,6,6,1,18,0,0
1395,"[6, 5, 3, 3, 1]",19,5,6,1,18,0,0
1396,"[6, 5, 3, 2, 2]",19,5,6,2,18,0,0
1397,"[6, 5, 3, 2, 1, 1]",19,6,6,1,18,0,0
1398,"[6, 5, 3, 1, 1, 1, 1]",19,7,6,1,18,0,0
1399,"[6, 5, 2, 2, 2, 1]",19,6,6,1,18,0,0
1400,"[6, 5, 2, 2, 1, 1, 1]",19,7,6,1,18,0,0
1401,"[6, 5, 2, 1, 1, 1, 1, 1]",19,8,6,1,18,0,0
1402,"[6, 5, 1, 1, 1, 1, 1, 1, 1]",19,9,6,1,18,0,0
1403,"[6, 4, 4, 4]",19,4,6,4,18,1,24
1404,"[6, 4, 4, 3, 1]",19,5,6,1,18,0,0
1405,"[6, 4, 4, 2, 2]",19,5,6,2,18,0,0
1406,"[6, 4, 4, 2, 1, 1]",19,6,6,1,18,0,0
1407,"[6, 4, 4, 1, 1, 1, 1]",19,7,6,1,18,0,0
1408,"[6, 4, 3, 3, 2]",19,5,6,2,18,0,0
1409,"[6, 4, 3, 3, 1, 1]",19,6,6,1,18,0,0
1410,"[6, 4, 3, 2, 2, 1]",19,6,6,1,18,0,0
1411,"[6, 4, 3, 2, 1, 1, 1]",19,7,6,1,18,0,0
1412,"[6, 4, 3, 1, 1, 1, 1, 1]",19,8,6,1,18,0,0
1413,"[6, 4, 2, 2, 2, 2]",19,6,6,2,18,0,0
1414,"[6, 4, 2, 2, 2, 1, 1]",19,7,6,1,18,0,0
1415,"[6, 4, 2, 2, 1, 1, 1, 1]",19,8,6,1,18,0,0
1416,"[6, 4, 2, 1, 1, 1, 1, 1, 1]",19,9,6,1,18,0,0
1417,"[6, 4, 1, 1, 1, 1, 1, 1, 1, 1]",19,10,6,1,18,0,0
1418,"[6, 3, 3, 3, 3]",19,5,6,3,18,0,0
1419,"[6, 3, 3, 3, 2, 1]",19,6,6,1,18,0,0
1420,"[6, 3, 3, 3, 1, 1, 1]",19,7,6,1,18,0,0
1421,"[6, 3, 3, 2, 2, 2]",19,6,6,2,18,0,0
1422,"[6, 3, 3, 2, 2, 1, 1]",19,7,6,1,18,0,0
1423,"[6, 3, 3, 2, 1, 1, 1, 1]",19,8,6,1,18,0,0
1424,"[6, 3, 3, 1, 1, 1, 1, 1, 1]",19,9,6,1,18,0,0
1425,"[6, 3, 2, 2, 2, 2, 1]",19,7,6,1,18,0,0
1426,"[6, 3, 2, 2, 2, 1, 1, 1]",19,8,6,1,18,0,0
1427,"[6, 3, 2, 2, 1, 1, 1, 1, 1]",19,9,6,1,18,0,0
1428,"[6, 3, 2, 1, 1, 1, 1, 1, 1, 1]",19,10,6,1,18,0,0
1429,"[6, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,11,6,1,18,0,0
1430,"[6, 2, 2, 2, 2, 2, 2]",19,7,6,2,18,0,0
1431,"[6, 2, 2, 2, 2, 2, 1, 1]",19,8,6,1,18,0,0
1432,"[6, 2, 2, 2, 2, 1, 1, 1, 1]",19,9,6,1,18,0,0
1433,"[6, 2, 2, 2, 1, 1, 1, 1, 1, 1]",19,10,6,1,18,0,0
1434,"[6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",19,11,6,1,18,0,0
1435,"[6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,12,6,1,18,0,0
1436,"[6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,13,6,1,18,0,0
1437,"[5, 5, 5, 3]",19,4,5,3,18,1,18
1438,"[5, 5, 5, 2, 1]",19,5,5,1,18,1,0
1439,"[5, 5, 5, 1, 1, 1]",19,6,5,1,18,1,0
1440,"[5, 5, 4, 4]",19,4,5,4,18,1,29
1441,"[5, 5, 4, 3, 1]",19,5,5,1,18,0,0
1442,"[5, 5, 4, 2, 2]",19,5,5,2,18,0,0
1443,"[5, 5, 4, 2, 1, 1]",19,6,5,1,18,0,0
1444,"[5, 5, 4, 1, 1, 1, 1]",19,7,5,1,18,0,0
1445,"[5, 5, 3, 3, 2]",19,5,5,2,18,0,0
1446,"[5, 5, 3, 3, 1, 1]",19,6,5,1,18,0,0
1447,"[5, 5, 3, 2, 2, 1]",19,6,5,1,18,0,0
1448,"[5, 5, 3, 2, 1, 1, 1]",19,7,5,1,18,0,0
1449,"[5, 5, 3, 1, 1, 1, 1, 1]",19,8,5,1,18,0,0
1450,"[5, 5, 2, 2, 2, 2]",19,6,5,2,18,1,0
1451,"[5, 5, 2, 2, 2, 1, 1]",19,7,5,1,18,0,0
1452,"[5, 5, 2, 2, 1, 1, 1, 1]",19,8,5,1,18,0,0
1453,"[5, 5, 2, 1, 1, 1, 1, 1, 1]",19,9,5,1,18,0,0
1454,"[5, 5, 1, 1, 1, 1, 1, 1, 1, 1]",19,10,5,1,18,0,0
1455,"[5, 4, 4, 4, 1]",19,5,5,1,18,0,0
1456,"[5, 4, 4, 3, 2]",19,5,5,2,18,0,0
1457,"[5, 4, 4, 3, 1, 1]",19,6,5,1,18,0,0
1458,"[5, 4, 4, 2, 2, 1]",19,6,5,1,18,0,0
1459,"[5, 4, 4, 2, 1, 1, 1]",19,7,5,1,18,0,0
1460,"[5, 4, 4, 1, 1, 1, 1, 1]",19,8,5,1,18,0,0
1461,"[5, 4, 3, 3, 3]",19,5,5,3,18,0,0
1462,"[5, 4, 3, 3, 2, 1]",19,6,5,1,18,0,0
1463,"[5, 4, 3, 3, 1, 1, 1]",19,7,5,1,18,0,0
1464,"[5, 4, 3, 2, 2, 2]",19,6,5,2,18,0,0
1465,"[5, 4, 3, 2, 2, 1, 1]",19,7,5,1,18,0,0
1466,"[5, 4, 3, 2, 1, 1, 1, 1]",19,8,5,1,18,0,0
1467,"[5, 4, 3, 1, 1, 1, 1, 1, 1]",19,9,5,1,18,0,0
1468,"[5, 4, 2, 2, 2, 2, 1]",19,7,5,1,18,0,0
1469,"[5, 4, 2, 2, 2, 1, 1, 1]",19,8,5,1,18,0,0
1470,"[5, 4, 2, 2, 1, 1, 1, 1, 1]",19,9,5,1,18,0,0
1471,"[5, 4, 2, 1, 1, 1, 1, 1, 1, 1]",19,10,5,1,18,0,0
1472,"[5, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,11,5,1,18,0,0
1473,"[5, 3, 3, 3, 3, 1]",19,6,5,1,18,0,0
1474,"[5, 3, 3, 3, 2, 2]",19,6,5,2,18,0,0
1475,"[5, 3, 3, 3, 2, 1, 1]",19,7,5,1,18,0,0
1476,"[5, 3, 3, 3, 1, 1, 1, 1]",19,8,5,1,18,0,0
1477,"[5, 3, 3, 2, 2, 2, 1]",19,7,5,1,18,0,0
1478,"[5, 3, 3, 2, 2, 1, 1, 1]",19,8,5,1,18,0,0
1479,"[5, 3, 3, 2, 1, 1, 1, 1, 1]",19,9,5,1,18,0,0
1480,"[5, 3, 3, 1, 1, 1, 1, 1, 1, 1]",19,10,5,1,18,0,0
1481,"[5, 3, 2, 2, 2, 2, 2]",19,7,5,2,18,0,0
1482,"[5, 3, 2, 2, 2, 2, 1, 1]",19,8,5,1,18,0,0
1483,"[5, 3, 2, 2, 2, 1, 1, 1, 1]",19,9,5,1,18,0,0
1484,"[5, 3, 2, 2, 1, 1, 1, 1, 1, 1]",19,10,5,1,18,0,0
1485,"[5, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1]",19,11,5,1,18,0,0
1486,"[5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,12,5,1,18,0,0
1487,"[5, 2, 2, 2, 2, 2, 2, 1]",19,8,5,1,18,0,0
1488,"[5, 2, 2, 2, 2, 2, 1, 1, 1]",19,9,5,1,18,0,0
1489,"[5, 2, 2, 2, 2, 1, 1, 1, 1, 1]",19,10,5,1,18,0,0
1490,"[5, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]",19,11,5,1,18,0,0
1491,"[5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,12,5,1,18,0,0
1492,"[5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,13,5,1,18,0,0
1493,"[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,14,5,1,18,0,0
1494,"[4, 4, 4, 4, 2]",19,5,4,2,18,1,5
1495,"[4, 4, 4, 4, 1, 1]",19,6,4,1,18,1,5
1496,"[4, 4, 4, 3, 3]",19,5,4,3,18,1,2
1497,"[4, 4, 4, 3, 2, 1]",19,6,4,1,18,0,0
1498,"[4, 4, 4, 3, 1, 1, 1]",19,7,4,1,18,0,0
1499,"[4, 4, 4, 2, 2, 2]",19,6,4,2,18,0,0
1500,"[4, 4, 4, 2, 2, 1, 1]",19,7,4,1,18,0,0
1501,"[4, 4, 4, 2, 1, 1, 1, 1]",19,8,4,1,18,0,0
1502,"[4, 4, 4, 1, 1, 1, 1, 1, 1]",19,9,4,1,18,0,0
1503,"[4, 4, 3, 3, 3, 1]",19,6,4,1,18,0,0
1504,"[4, 4, 3, 3, 2, 2]",19,6,4,2,18,0,0
1505,"[4, 4, 3, 3, 2, 1, 1]",19,7,4,1,18,0,0
1506,"[4, 4, 3, 3, 1, 1, 1, 1]",19,8,4,1,18,0,0
1507,"[4, 4, 3, 2, 2, 2, 1]",19,7,4,1,18,0,0
1508,"[4, 4, 3, 2, 2, 1, 1, 1]",19,8,4,1,18,0,0
1509,"[4, 4, 3, 2, 1, 1, 1, 1, 1]",19,9,4,1,18,0,0
1510,"[4, 4, 3, 1, 1, 1, 1, 1, 1, 1]",19,10,4,1,18,0,0
1511,"[4, 4, 2, 2, 2, 2, 2]",19,7,4,2,18,0,0
1512,"[4, 4, 2, 2, 2, 2, 1, 1]",19,8,4,1,18,0,0
1513,"[4, 4, 2, 2, 2, 1, 1, 1, 1]",19,9,4,1,18,0,0
1514,"[4, 4, 2, 2, 1, 1, 1, 1, 1, 1]",19,10,4,1,18,0,0
1515,"[4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1]",19,11,4,1,18,0,0
1516,"[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,12,4,1,18,0,0
1517,"[4, 3, 3, 3, 3, 2]",19,6,4,2,18,0,0
1518,"[4, 3, 3, 3, 3, 1, 1]",19,7,4,1,18,0,0
1519,"[4, 3, 3, 3, 2, 2, 1]",19,7,4,1,18,0,0
1520,"[4, 3, 3, 3, 2, 1, 1, 1]",19,8,4,1,18,0,0
1521,"[4, 3, 3, 3, 1, 1, 1, 1, 1]",19,9,4,1,18,0,0
1522,"[4, 3, 3, 2, 2, 2, 2]",19,7,4,2,18,0,0
1523,"[4, 3, 3, 2, 2, 2, 1, 1]",19,8,4,1,18,0,0
1524,"[4, 3, 3, 2, 2, 1, 1, 1, 1]",19,9,4,1,18,0,0
1525,"[4, 3, 3, 2, 1, 1, 1, 1, 1, 1]",19,10,4,1,18,0,0
1526,"[4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1]",19,11,4,1,18,0,0
1527,"[4, 3, 2, 2, 2, 2, 2, 1]",19,8,4,1,18,0,0
1528,"[4, 3, 2, 2, 2, 2, 1, 1, 1]",19,9,4,1,18,0,0
1529,"[4, 3, 2, 2, 2, 1, 1, 1, 1, 1]",19,10,4,1,18,0,0
1530,"[4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1]",19,11,4,1,18,0,0
1531,"[4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,12,4,1,18,0,0
1532,"[4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,13,4,1,18,0,0
